total_amount,loan_lenght,month_pay,debt_income_ratio,month_income,fico_score,open_credit_lines,tot_credit_lines,rev_credit_bal,inquiries_6_month,del_last_2yrs,public_records,employ_length,status,home_any,home_mortage,home_none,home_own,home_rent
1200,36,41.01,7.62,4333.33,695.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0
1200,36,41.01,24.6,3000.0,669.0,9.0,32.0,1153.0,3.0,1.0,0.0,9.0,0,0,0,0,0,1
1200,36,41.08,8.28,833.33,669.0,4.0,10.0,802.0,1.0,1.0,0.0,2.0,1,0,0,0,0,1
1200,36,41.17,13.75,400.0,695.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
1200,36,41.17,14.54,4166.67,669.0,8.0,9.0,16653.0,2.0,0.0,0.0,2.0,0,0,0,0,1,0
1200,36,41.18,1.13,4417.67,695.0,2.0,4.0,1098.0,3.0,0.0,1.0,0.0,1,0,0,0,0,1
1200,36,41.18,20.43,3167.0,695.0,4.0,12.0,8289.0,1.0,0.0,0.0,10.0,0,0,0,0,0,1
1200,36,41.18,15.7,7518.0,669.0,18.0,38.0,20294.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
1225,36,41.2,13.73,3750.0,669.0,5.0,17.0,21022.0,4.0,0.0,0.0,2.0,0,0,0,0,0,1
1200,36,41.22,21.45,2200.0,669.0,4.0,21.0,684.0,1.0,0.0,1.0,3.0,0,0,0,0,0,1
1250,36,41.22,22.15,2166.67,669.0,7.0,20.0,7530.0,0.0,0.0,1.0,10.0,0,0,0,0,0,1
1200,36,41.22,24.48,4583.0,695.0,9.0,25.0,11281.0,1.0,0.0,0.0,10.0,1,0,1,0,0,0
1200,36,41.26,14.49,5459.0,669.0,7.0,7.0,690.0,6.0,0.0,0.0,1.0,0,0,0,0,0,1
1200,36,41.31,20.23,4152.08,650.0,19.0,32.0,12759.0,2.0,0.0,0.0,7.0,0,0,0,0,0,1
1200,36,41.38,16.35,3333.33,669.0,6.0,17.0,7774.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1
1300,36,41.39,0.75,4000.0,732.0,5.0,10.0,542.0,0.0,0.0,0.0,10.0,0,0,0,0,1,0
1250,36,41.42,21.4,2458.33,695.0,15.0,21.0,11339.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
1200,36,41.44,19.03,5375.0,669.0,17.0,27.0,14863.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
1200,36,41.45,2.56,1525.0,695.0,3.0,4.0,1716.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1325,36,41.46,4.48,557.92,770.0,7.0,8.0,998.0,0.0,0.0,0.0,4.986808401639344,0,0,0,0,1,0
1200,36,41.55,18.08,1300.0,669.0,4.0,15.0,3204.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1200,36,41.64,18.27,3317.33,650.0,11.0,34.0,9408.0,3.0,0.0,0.0,8.0,0,0,1,0,0,0
1200,36,41.68,24.81,3333.33,650.0,4.0,13.0,7809.0,5.0,1.0,1.0,7.0,1,0,0,0,1,0
1200,36,41.73,2.43,3333.0,732.0,3.0,11.0,12461.0,0.0,0.0,0.0,8.0,0,0,1,0,0,0
1200,36,41.73,3.25,2000.0,669.0,5.0,7.0,1680.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
1200,36,41.74,7.27,674.0,695.0,3.0,4.0,903.0,1.0,0.0,0.0,4.986808401639344,0,0,0,0,0,1
1200,36,41.74,14.75,800.0,669.0,3.0,4.0,315.0,1.0,0.0,0.0,4.986808401639344,0,0,0,0,0,1
1200,36,41.74,8.46,4833.33,669.0,6.0,9.0,3293.0,2.0,0.0,0.0,4.0,0,0,0,0,0,1
1200,36,41.74,20.54,3666.67,669.0,10.0,16.0,2878.0,1.0,1.0,0.0,3.0,0,0,0,0,0,1
1275,36,41.74,20.59,5497.0,695.0,15.0,35.0,12445.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0
1300,36,41.9,9.07,2866.67,695.0,6.0,11.0,4374.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1200,36,41.95,12.69,2120.0,669.0,4.0,11.0,3804.0,2.0,0.0,0.0,5.0,0,0,1,0,0,0
1200,36,41.95,15.15,3333.33,669.0,24.0,30.0,5330.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1
1275,36,41.97,18.83,3750.0,695.0,7.0,12.0,9961.0,1.0,0.0,0.0,3.0,0,0,1,0,0,0
1200,36,41.99,12.33,3333.0,669.0,8.0,17.0,18641.0,4.0,0.0,0.0,0.0,1,0,1,0,0,0
1200,36,42.01,20.58,3333.33,669.0,6.0,9.0,1498.0,4.0,0.0,0.0,0.0,0,0,0,0,0,1
1200,36,42.02,4.53,2917.0,669.0,3.0,3.0,3814.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1
1800,60,42.14,20.9,7708.0,695.0,14.0,40.0,39608.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0
1200,36,42.16,18.88,3750.0,669.0,5.0,10.0,1849.0,3.0,0.0,0.0,2.0,0,0,0,0,0,1
1200,36,42.17,0.82,1833.33,695.0,2.0,3.0,273.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1
1200,36,42.19,19.48,2100.0,669.0,4.0,9.0,7939.0,3.0,0.0,0.0,5.0,1,0,0,0,1,0
1200,36,42.19,12.57,4750.0,669.0,5.0,20.0,0.0,1.0,1.0,0.0,3.0,0,0,0,0,0,1
1250,36,42.22,21.33,1200.0,669.0,9.0,13.0,1638.0,1.0,1.0,0.0,0.0,1,0,0,0,0,1
1400,36,42.23,12.07,4500.0,790.0,9.0,25.0,896.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
1300,36,42.23,18.15,3916.67,695.0,9.0,13.0,7006.0,1.0,0.0,1.0,10.0,0,0,0,0,0,1
1250,36,42.26,0.15,16250.0,695.0,5.0,6.0,94.0,0.0,1.0,0.0,4.0,0,0,0,0,0,1
1300,36,42.31,5.18,7416.67,695.0,4.0,9.0,3598.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1
1200,36,42.37,13.49,3500.0,669.0,4.0,14.0,3255.0,0.0,1.0,0.0,6.0,0,0,0,0,0,1
1200,36,42.37,7.16,5728.0,669.0,5.0,15.0,12069.0,1.0,1.0,0.0,8.0,0,0,0,0,0,1
1375,36,42.4,12.03,3125.0,732.0,5.0,6.0,6768.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1250,36,42.42,4.67,1500.0,650.0,4.0,4.0,1157.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1
1400,36,42.46,3.5,6534.25,732.0,10.0,18.0,2741.0,0.0,0.0,1.0,9.0,0,0,0,0,0,1
1400,36,42.59,6.39,7666.67,732.0,9.0,19.0,3351.0,0.0,0.0,0.0,4.0,0,0,1,0,0,0
1400,36,42.59,20.76,3333.33,732.0,10.0,15.0,1197.0,0.0,0.0,1.0,10.0,0,0,1,0,0,0
1200,36,42.6,11.0,2500.0,669.0,4.0,7.0,5766.0,0.0,0.0,0.0,9.0,0,0,0,0,1,0
1400,36,42.61,1.92,2500.0,790.0,5.0,20.0,3177.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0
1650,60,42.62,2.45,1916.67,669.0,5.0,12.0,1150.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1
1600,60,42.66,0.0,1500.0,669.0,2.0,8.0,0.0,1.0,0.0,1.0,2.0,0,0,0,0,0,1
1325,36,42.76,14.95,4200.0,695.0,8.0,36.0,144.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1
2225,60,42.8,9.8,2000.0,790.0,21.0,52.0,5026.0,2.0,0.0,0.0,5.0,0,0,0,0,0,1
2000,60,42.86,3.96,4167.0,770.0,7.0,13.0,82.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1
2000,60,42.86,7.54,3038.42,732.0,9.0,9.0,7615.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
2000,60,42.87,21.26,2479.0,732.0,9.0,22.0,1980.0,3.0,0.0,0.0,2.0,0,0,0,0,0,1
2000,60,43.11,6.0,400.0,770.0,2.0,5.0,1646.0,0.0,0.0,0.0,4.986808401639344,0,0,0,0,1,0
1200,36,43.12,9.36,4508.0,669.0,5.0,15.0,498.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1
1400,36,43.18,21.97,719.0,732.0,8.0,11.0,3330.0,1.0,0.0,1.0,4.986808401639344,0,0,0,0,1,0
1400,36,43.23,11.29,2100.0,732.0,7.0,14.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1
1800,60,43.37,16.47,3333.33,669.0,9.0,16.0,8747.0,4.0,0.0,0.0,4.0,0,0,1,0,0,0
2000,60,43.48,23.18,1333.33,695.0,6.0,8.0,2948.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
1200,36,43.54,24.12,1700.0,669.0,2.0,8.0,0.0,3.0,4.0,0.0,4.0,0,0,0,0,0,1
1200,36,43.54,19.37,3000.0,695.0,11.0,25.0,7079.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0
1350,36,43.56,23.37,1917.0,695.0,6.0,11.0,277.0,0.0,1.0,0.0,7.0,0,0,0,0,0,1
1400,36,43.56,5.5,3600.0,732.0,8.0,16.0,9398.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0
1300,36,43.64,20.63,800.0,695.0,4.0,9.0,5371.0,1.0,0.0,0.0,3.0,1,0,0,0,0,1
1400,36,43.66,4.8,4500.0,732.0,9.0,23.0,2145.0,1.0,0.0,0.0,2.0,0,0,0,0,0,1
1400,36,43.71,7.47,3333.33,732.0,8.0,14.0,15774.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1
1400,36,43.81,10.0,2400.0,732.0,5.0,7.0,2016.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1
1400,36,43.81,26.45,2083.33,732.0,7.0,20.0,23357.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
2000,60,43.98,2.5,800.0,770.0,5.0,6.0,310.0,2.0,0.0,0.0,2.0,0,0,0,0,0,1
1450,36,43.98,11.11,1800.0,770.0,8.0,12.0,1177.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
2000,60,43.98,7.91,6700.0,732.0,12.0,25.0,4704.0,2.0,1.0,0.0,10.0,0,0,1,0,0,0
1200,36,43.99,24.9,2000.0,669.0,3.0,4.0,2370.0,1.0,0.0,0.0,5.0,1,0,0,0,0,1
1300,36,44.11,1.95,5833.33,669.0,4.0,15.0,1870.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
1200,36,44.17,8.65,2880.0,669.0,3.0,9.0,11238.0,1.0,0.0,0.0,2.0,1,0,0,0,0,1
1375,36,44.18,20.84,3330.17,770.0,9.0,19.0,14813.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0
1300,36,44.19,1.07,3750.0,695.0,2.0,4.0,288.0,2.0,0.0,0.0,5.0,0,0,0,0,0,1
1400,36,44.19,19.76,2080.0,695.0,7.0,15.0,2214.0,0.0,0.0,0.0,6.0,0,0,0,0,0,1
1450,36,44.23,22.99,3750.0,732.0,7.0,29.0,21160.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0
1275,36,44.35,24.59,1700.0,669.0,7.0,7.0,6032.0,2.0,0.0,0.0,2.0,0,0,0,0,1,0
1400,36,44.46,22.25,2400.0,732.0,6.0,26.0,612.0,1.0,1.0,0.0,8.0,1,0,1,0,0,0
1400,36,44.46,20.29,2509.0,732.0,8.0,40.0,3344.0,1.0,0.0,0.0,4.986808401639344,0,0,1,0,0,0
1400,36,44.46,23.02,2250.0,695.0,9.0,17.0,12895.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0
2000,60,44.48,4.4,3000.0,732.0,3.0,6.0,5102.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0
1450,36,44.53,18.18,1100.0,732.0,6.0,6.0,2464.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
1325,36,44.57,19.29,2166.67,695.0,6.0,12.0,20493.0,0.0,0.0,0.0,2.0,1,0,0,0,0,1
1300,36,44.61,7.8,5000.0,695.0,7.0,8.0,7676.0,1.0,0.0,0.0,4.0,0,0,0,0,0,1
1300,36,44.61,22.53,3333.33,669.0,12.0,15.0,6826.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1450,36,44.62,18.83,10100.0,770.0,19.0,48.0,58184.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
1400,36,44.69,23.91,1100.0,695.0,16.0,32.0,10385.0,1.0,1.0,0.0,2.0,0,0,1,0,0,0
1400,36,44.73,24.98,916.67,732.0,6.0,18.0,5010.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1475,36,44.74,10.3,8416.67,770.0,9.0,39.0,1500.0,3.0,0.0,0.0,0.0,0,0,0,0,0,1
1300,36,44.85,18.17,1200.0,695.0,4.0,11.0,2917.0,2.0,0.0,0.0,4.0,0,0,0,0,0,1
1325,36,44.96,3.8,2000.0,669.0,3.0,3.0,2158.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1325,36,45.0,11.65,5500.0,650.0,15.0,35.0,11518.0,0.0,0.0,0.0,7.0,1,0,0,0,0,1
1300,36,45.05,16.0,3875.0,669.0,7.0,32.0,8856.0,0.0,3.0,0.0,10.0,0,0,1,0,0,0
1375,36,45.09,2.1,2000.0,732.0,2.0,8.0,1369.0,3.0,1.0,0.0,5.0,1,0,1,0,0,0
1450,36,45.12,10.9,2000.0,732.0,5.0,9.0,1244.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
1450,36,45.12,22.2,833.33,732.0,9.0,10.0,709.0,0.0,0.0,0.0,4.986808401639344,0,0,0,0,0,1
1400,36,45.17,11.37,1548.0,732.0,8.0,11.0,865.0,1.0,0.0,0.0,4.0,0,0,0,0,0,1
1400,36,45.18,10.68,4000.0,732.0,5.0,17.0,11519.0,1.0,0.0,0.0,10.0,1,0,0,0,0,1
2000,60,45.18,5.44,1544.0,732.0,6.0,7.0,2282.0,0.0,0.0,0.0,4.986808401639344,0,0,1,0,0,0
1500,36,45.24,3.53,1558.33,770.0,6.0,10.0,1501.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
1500,36,45.24,5.26,5000.0,770.0,7.0,24.0,5739.0,3.0,0.0,0.0,1.0,1,0,1,0,0,0
1500,36,45.24,5.98,4833.33,770.0,8.0,19.0,9782.0,1.0,0.0,0.0,8.0,0,0,0,0,0,1
1500,36,45.24,6.72,8200.0,770.0,15.0,27.0,17611.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
1350,36,45.28,13.05,5800.0,669.0,7.0,18.0,7331.0,2.0,0.0,0.0,10.0,0,0,0,0,0,1
1450,36,45.38,1.22,7400.0,732.0,5.0,19.0,5230.0,2.0,0.0,0.0,4.0,0,0,1,0,0,0
1200,36,45.39,9.78,5000.0,669.0,3.0,4.0,1771.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1
1400,36,45.42,14.76,4166.67,695.0,10.0,18.0,24481.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
1500,36,45.5,9.03,3500.0,732.0,8.0,15.0,7179.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
1500,36,45.5,27.39,2916.67,770.0,14.0,50.0,421.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
2000,60,45.57,21.1,3000.0,732.0,4.0,16.0,659.0,3.0,0.0,0.0,4.0,0,0,0,0,0,1
2000,60,45.57,13.84,5800.0,695.0,7.0,40.0,3167.0,0.0,1.0,0.0,7.0,0,0,1,0,0,0
1400,36,45.57,14.64,3750.0,695.0,9.0,33.0,5578.0,1.0,0.0,0.0,4.986808401639344,0,0,0,0,0,1
2000,60,45.57,24.83,3500.0,695.0,14.0,36.0,22411.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
1500,36,45.63,12.6,4800.0,770.0,5.0,12.0,57157.0,0.0,0.0,0.0,4.986808401639344,0,0,0,0,1,0
1500,36,45.63,21.49,4583.33,732.0,6.0,12.0,7938.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
1500,36,45.63,19.15,3750.0,732.0,6.0,15.0,663.0,0.0,0.0,0.0,7.0,0,0,0,0,0,1
1500,36,45.63,1.0,5417.0,770.0,6.0,13.0,1344.0,1.0,0.0,0.0,3.0,0,0,1,0,0,0
1800,60,45.64,4.3,1350.0,669.0,8.0,11.0,3447.0,6.0,1.0,0.0,3.0,0,0,1,0,0,0
1500,36,45.66,4.54,5802.0,770.0,6.0,15.0,24315.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
1500,36,45.66,22.05,2000.0,790.0,7.0,26.0,10331.0,0.0,0.0,0.0,6.0,0,0,1,0,0,0
1500,36,45.66,14.46,5000.0,770.0,8.0,35.0,18066.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0
1500,36,45.66,28.34,1914.0,790.0,10.0,18.0,3089.0,3.0,0.0,0.0,4.0,0,0,0,0,0,1
1500,36,45.66,12.74,2500.0,770.0,12.0,19.0,19042.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0
1500,36,45.66,12.33,4200.0,790.0,15.0,30.0,1690.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
1500,36,45.66,6.25,5008.33,770.0,16.0,28.0,15298.0,0.0,0.0,0.0,6.0,0,0,1,0,0,0
1400,36,45.73,21.84,833.33,695.0,12.0,12.0,5032.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
2000,60,45.75,1.69,1719.38,732.0,2.0,4.0,876.0,3.0,0.0,0.0,5.0,0,0,0,0,0,1
1500,36,45.75,6.54,3500.0,732.0,7.0,7.0,1717.0,2.0,0.0,0.0,2.0,0,0,1,0,0,0
1500,36,45.75,0.57,158333.33,732.0,17.0,36.0,17396.0,2.0,0.0,0.0,5.0,0,0,1,0,0,0
1450,36,45.77,16.05,3800.0,732.0,8.0,18.0,9164.0,2.0,0.0,0.0,3.0,0,0,1,0,0,0
2100,60,45.78,27.68,4000.0,732.0,14.0,27.0,26380.0,1.0,0.0,0.0,6.0,0,0,0,0,1,0
2100,60,45.79,24.03,3333.33,732.0,8.0,26.0,33878.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
1325,36,45.8,16.15,4291.67,669.0,18.0,23.0,6718.0,1.0,0.0,0.0,5.0,0,0,0,0,0,1
1375,36,45.81,15.7,5000.0,695.0,12.0,18.0,1361.0,1.0,0.0,1.0,6.0,0,0,0,0,0,1
1400,36,45.83,24.87,4450.67,695.0,9.0,25.0,15174.0,0.0,0.0,0.0,8.0,0,0,1,0,0,0
1500,36,45.91,2.38,6416.67,770.0,8.0,12.0,3947.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0
1525,36,46.0,5.34,5416.67,770.0,8.0,27.0,6294.0,0.0,1.0,0.0,7.0,0,0,1,0,0,0
1250,36,46.01,12.07,2750.0,669.0,4.0,5.0,3057.0,0.0,0.0,0.0,3.0,0,0,1,0,0,0
1500,36,46.01,3.87,6250.0,732.0,7.0,22.0,28297.0,0.0,1.0,0.0,5.0,0,0,1,0,0,0
2000,60,46.01,14.23,4167.0,695.0,7.0,15.0,0.0,0.0,1.0,0.0,1.0,0,0,1,0,0,0
1500,36,46.01,20.06,5150.0,732.0,12.0,23.0,17150.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
1500,36,46.06,4.88,8000.0,790.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0
1500,36,46.06,10.6,4858.0,732.0,9.0,17.0,19841.0,0.0,0.0,0.0,10.0,0,0,0,0,0,1
1400,36,46.16,23.92,1200.0,695.0,5.0,9.0,11666.0,3.0,0.0,0.0,2.0,0,0,0,0,0,1
1500,36,46.16,8.72,3750.0,770.0,5.0,27.0,400.0,1.0,0.0,0.0,10.0,0,0,1,0,0,0
1500,36,46.16,0.75,9583.33,770.0,8.0,14.0,8588.0,1.0,0.0,0.0,7.0,0,0,1,0,0,0
1500,36,46.16,5.09,2083.33,790.0,8.0,18.0,33.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0
1400,36,46.16,16.13,3471.0,695.0,13.0,31.0,13491.0,0.0,0.0,0.0,5.0,1,0,0,0,0,1
1425,36,46.23,14.07,3312.5,695.0,3.0,14.0,2235.0,0.0,1.0,0.0,3.0,0,0,1,0,0,0
1500,36,46.26,0.74,1350.0,770.0,2.0,14.0,179.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
1500,36,46.26,20.05,2000.0,732.0,5.0,23.0,19893.0,0.0,0.0,0.0,4.986808401639344,0,0,0,0,1,0
1500,36,46.26,7.44,3333.33,732.0,6.0,8.0,1647.0,1.0,0.0,0.0,5.0,0,0,0,0,0,1
1500,36,46.26,16.74,5166.67,732.0,13.0,26.0,7453.0,1.0,0.0,0.0,6.0,0,0,1,0,0,0
1500,36,46.26,16.22,5615.5,732.0,13.0,35.0,7837.0,4.0,0.0,0.0,10.0,0,0,1,0,0,0
1500,36,46.31,24.4,1000.0,732.0,8.0,14.0,1751.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
1500,36,46.31,18.0,5916.67,770.0,13.0,49.0,5063.0,4.0,0.0,0.0,10.0,0,0,0,0,0,1
1500,36,46.31,29.3,2833.0,732.0,13.0,24.0,1518.0,2.0,0.0,0.0,1.0,0,0,0,0,0,1
2000,60,46.33,22.03,1416.0,695.0,6.0,9.0,10255.0,1.0,0.0,0.0,2.0,0,0,0,0,0,1
1500,36,46.35,12.08,3750.0,790.0,6.0,18.0,18830.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0
1350,36,46.39,21.34,5000.0,650.0,20.0,28.0,25254.0,24.0,0.0,0.0,10.0,0,0,1,0,0,0
1500,36,46.41,4.8,3750.0,732.0,5.0,29.0,5588.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0
1400,36,46.41,13.24,340.0,695.0,8.0,8.0,1500.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1400,36,46.41,12.98,3337.0,695.0,9.0,15.0,7323.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
1500,36,46.42,4.38,1600.0,770.0,5.0,8.0,1370.0,1.0,0.0,0.0,4.0,0,0,0,0,0,1
1500,36,46.42,19.4,2000.0,770.0,7.0,12.0,231.0,0.0,0.0,0.0,2.0,0,0,1,0,0,0
1275,36,46.45,18.93,1833.33,669.0,8.0,8.0,8504.0,1.0,0.0,0.0,7.0,0,0,0,0,0,1
1500,36,46.52,18.75,800.0,790.0,2.0,4.0,748.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1500,36,46.52,3.4,2500.0,790.0,3.0,4.0,1669.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1500,36,46.52,14.86,915.0,790.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
1500,36,46.52,1.76,2500.0,732.0,4.0,12.0,2126.0,0.0,0.0,0.0,5.0,1,0,0,0,0,1
2000,60,46.52,13.63,1900.0,695.0,5.0,7.0,900.0,3.0,0.0,0.0,10.0,0,0,0,0,0,1
1500,36,46.52,24.21,1900.0,732.0,6.0,28.0,3555.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1500,36,46.52,19.05,2000.0,695.0,12.0,18.0,3363.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
1500,36,46.52,18.34,2666.67,695.0,13.0,21.0,17051.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
1500,36,46.57,13.57,4583.33,790.0,13.0,31.0,14105.0,0.0,0.0,0.0,7.0,0,0,0,0,0,1
1500,36,46.59,0.69,3166.67,732.0,6.0,11.0,1125.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1
1450,36,46.63,7.74,5416.67,695.0,25.0,39.0,20762.0,2.0,0.0,0.0,0.0,0,0,0,0,1,0
1500,36,46.66,18.53,2666.67,732.0,4.0,10.0,5856.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
1500,36,46.66,27.35,2000.0,732.0,4.0,8.0,1207.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
1500,36,46.66,11.71,5260.67,732.0,8.0,17.0,4257.0,0.0,0.0,0.0,4.986808401639344,0,0,0,0,0,1
1500,36,46.66,15.15,3564.08,695.0,8.0,20.0,3989.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
1500,36,46.66,14.12,3845.33,732.0,11.0,30.0,8060.0,0.0,0.0,0.0,9.0,0,0,1,0,0,0
1400,36,46.66,13.74,10416.67,669.0,14.0,42.0,8849.0,3.0,0.0,0.0,1.0,0,0,0,0,0,1
1500,36,46.67,17.12,3750.0,732.0,6.0,11.0,5393.0,0.0,0.0,0.0,4.986808401639344,0,0,0,0,0,1
1500,36,46.67,9.76,2417.0,732.0,6.0,10.0,3932.0,0.0,0.0,0.0,6.0,0,0,0,0,0,1
1500,36,46.67,20.77,3750.0,732.0,10.0,23.0,17172.0,2.0,0.0,0.0,0.0,0,0,0,0,0,1
1500,36,46.67,19.24,2500.0,732.0,14.0,28.0,6962.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
1450,36,46.71,7.54,2916.67,695.0,6.0,24.0,6614.0,1.0,0.0,0.0,10.0,1,0,1,0,0,0
2000,60,46.72,17.07,3750.0,695.0,9.0,43.0,5750.0,1.0,1.0,0.0,10.0,0,0,1,0,0,0
1500,36,46.75,10.36,3975.0,732.0,7.0,22.0,11585.0,0.0,0.0,0.0,5.0,0,0,1,0,0,0
1550,36,46.75,14.45,2200.0,770.0,8.0,25.0,21345.0,0.0,0.0,0.0,4.986808401639344,0,0,1,0,0,0
1500,36,46.75,20.45,4000.0,732.0,9.0,25.0,17799.0,1.0,0.0,0.0,10.0,0,0,0,0,0,1
1500,36,46.79,4.33,1917.0,732.0,20.0,29.0,2413.0,2.0,0.0,0.0,9.0,0,0,0,0,0,1
2000,60,46.82,19.31,2667.0,695.0,16.0,32.0,7027.0,0.0,1.0,1.0,4.0,0,0,0,0,0,1
1500,36,46.83,3.42,1666.67,790.0,4.0,9.0,1721.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0
1500,36,46.83,4.36,5797.5,732.0,6.0,9.0,1991.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0
1500,36,46.83,15.04,2400.0,732.0,6.0,12.0,949.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
1400,36,46.86,14.29,5541.67,695.0,13.0,40.0,13999.0,2.0,0.0,0.0,7.0,0,0,1,0,0,0
1400,36,46.91,20.4,1416.67,669.0,8.0,8.0,3368.0,6.0,0.0,0.0,2.0,0,0,0,0,0,1
1500,36,46.93,11.69,2916.67,732.0,9.0,27.0,3162.0,0.0,0.0,0.0,9.0,0,0,0,0,0,1
1500,36,46.93,4.14,5417.0,732.0,10.0,22.0,7171.0,1.0,0.0,0.0,7.0,0,0,1,0,0,0
1500,36,46.94,22.45,8545.0,732.0,15.0,34.0,26955.0,3.0,0.0,0.0,6.0,0,0,1,0,0,0
1500,36,46.94,22.25,3950.0,732.0,17.0,35.0,819.0,3.0,0.0,0.0,4.986808401639344,0,0,1,0,0,0
1500,36,47.01,14.73,2070.0,770.0,8.0,17.0,2130.0,4.0,0.0,0.0,2.0,1,0,0,0,0,1
1500,36,47.01,16.9,5250.0,732.0,9.0,17.0,5848.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1
1400,36,47.07,17.68,407.33,732.0,6.0,7.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0,1,0
2200,60,47.15,2.03,8600.0,770.0,8.0,22.0,1966.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0
1450,36,47.2,23.96,4583.33,695.0,6.0,21.0,6565.0,2.0,0.0,0.0,7.0,0,0,1,0,0,0
