total_amount,loan_lenght,month_pay,debt_income_ratio,month_income,fico_score,open_credit_lines,tot_credit_lines,rev_credit_bal,inquiries_6_month,del_last_2yrs,public_records,employ_length,status,home_any,home_mortage,home_none,home_own,home_rent
7400,36,242.24,23.9,5250.0,695.0,6.0,28.0,2396.0,0.0,2.0,0.0,5.0,0,0,1,0,0,0
10350,60,242.28,13.13,2916.67,695.0,5.0,20.0,2417.0,0.0,0.0,1.0,8.0,0,0,1,0,0,0
7900,36,242.28,19.3,4954.0,732.0,11.0,21.0,8444.0,1.0,0.0,0.0,6.0,0,0,0,0,0,1
7500,36,242.29,2.93,4166.67,695.0,5.0,17.0,8453.0,3.0,0.0,0.0,7.0,1,0,1,0,0,0
7500,36,242.29,16.26,5416.67,732.0,15.0,25.0,16471.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0
7500,36,242.29,7.19,8750.0,732.0,21.0,44.0,5495.0,6.0,0.0,0.0,0.0,0,0,1,0,0,0
7000,36,242.35,8.93,2666.67,695.0,4.0,11.0,3844.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
7000,36,242.35,11.56,3833.33,669.0,10.0,18.0,2035.0,1.0,3.0,0.0,2.0,0,0,0,0,0,1
7000,36,242.35,20.35,3460.0,669.0,10.0,22.0,5794.0,1.0,0.0,0.0,1.0,1,0,0,0,0,1
7000,36,242.42,11.77,2166.67,669.0,6.0,7.0,12597.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0
7750,36,242.43,24.05,1917.0,732.0,9.0,9.0,9049.0,0.0,0.0,0.0,2.0,0,0,0,0,1,0
9050,60,242.45,15.4,7083.33,669.0,8.0,23.0,1182.0,5.0,3.0,0.0,2.0,0,0,1,0,0,0
9875,60,242.51,18.57,3500.0,732.0,25.0,39.0,14701.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0
7000,36,242.52,0.24,12500.0,695.0,3.0,9.0,633.0,1.0,0.0,0.0,6.0,0,0,0,0,1,0
7000,36,242.52,21.8,3916.67,669.0,11.0,16.0,6699.0,1.0,2.0,0.0,9.0,0,0,0,0,0,1
7000,36,242.52,12.66,3650.0,669.0,14.0,30.0,3294.0,1.0,0.0,0.0,10.0,1,0,1,0,0,0
7000,36,242.52,10.25,6000.0,669.0,16.0,26.0,8018.0,1.0,0.0,0.0,5.0,0,0,1,0,0,0
7000,36,242.52,2.49,78000.0,669.0,17.0,32.0,54727.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
7000,36,242.53,9.18,3300.0,695.0,3.0,9.0,0.0,1.0,1.0,0.0,3.0,0,0,0,0,0,1
7000,36,242.53,2.58,5000.0,669.0,4.0,11.0,3971.0,1.0,0.0,0.0,2.0,0,0,0,0,0,1
7000,36,242.53,13.14,6833.33,669.0,5.0,13.0,33583.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
7000,36,242.53,10.54,5000.0,669.0,8.0,12.0,3381.0,2.0,0.0,0.0,10.0,0,0,0,0,0,1
7000,36,242.53,9.65,3034.74,669.0,10.0,17.0,12392.0,1.0,0.0,0.0,7.0,1,0,0,0,0,1
7000,36,242.53,17.06,1916.67,669.0,10.0,16.0,9707.0,3.0,0.0,0.0,4.0,0,0,1,0,0,0
7000,36,242.53,8.59,4250.0,669.0,11.0,18.0,6907.0,0.0,2.0,0.0,0.0,1,0,0,0,0,1
7000,36,242.53,14.82,1666.67,669.0,11.0,11.0,727.0,2.0,0.0,0.0,4.986808401639344,1,0,0,0,0,1
7000,36,242.53,22.49,3500.0,669.0,18.0,26.0,4666.0,0.0,0.0,0.0,3.0,0,0,0,0,0,1
9500,60,242.54,10.62,7500.0,695.0,8.0,16.0,13911.0,3.0,0.0,0.0,6.0,0,0,0,0,0,1
7900,36,242.56,0.0,11666.67,790.0,6.0,41.0,0.0,1.0,0.0,0.0,6.0,0,0,1,0,0,0
7200,36,242.57,9.7,5166.67,669.0,5.0,13.0,12366.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1
8000,36,242.62,21.59,2200.0,790.0,5.0,10.0,4470.0,0.0,0.0,0.0,8.0,0,0,0,0,1,0
8000,36,242.62,4.1,4166.67,770.0,5.0,15.0,7071.0,0.0,0.0,0.0,4.986808401639344,0,0,0,0,1,0
8000,36,242.62,2.98,9416.67,790.0,5.0,13.0,59928.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
8000,36,242.62,0.72,4000.0,790.0,5.0,17.0,1492.0,0.0,0.0,0.0,4.0,0,0,0,0,1,0
8000,36,242.62,21.21,3400.0,770.0,6.0,20.0,3703.0,0.0,0.0,0.0,4.986808401639344,0,0,1,0,0,0
8000,36,242.62,21.56,6405.0,732.0,6.0,12.0,11584.0,0.0,0.0,0.0,4.0,0,0,0,0,0,1
8000,36,242.62,18.28,3250.0,790.0,7.0,18.0,1919.0,3.0,0.0,0.0,5.0,1,0,0,0,0,1
8000,36,242.62,16.94,4250.0,732.0,7.0,25.0,8289.0,0.0,0.0,0.0,2.0,0,0,0,0,0,1
8000,36,242.62,8.95,4583.0,770.0,7.0,14.0,2229.0,1.0,0.0,0.0,4.0,0,0,0,0,0,1
8000,36,242.62,10.94,6500.0,790.0,7.0,16.0,2656.0,2.0,0.0,0.0,10.0,0,0,1,0,0,0
8000,36,242.62,2.9,5000.0,790.0,7.0,20.0,1214.0,2.0,0.0,0.0,7.0,0,0,1,0,0,0
8000,36,242.62,11.06,6833.33,770.0,7.0,28.0,42.0,1.0,0.0,0.0,2.0,0,0,1,0,0,0
8000,36,242.62,12.15,2000.0,790.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
8000,36,242.62,4.22,5833.33,732.0,8.0,35.0,4938.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
8000,36,242.62,19.65,5833.33,770.0,8.0,22.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,1,0
8000,36,242.62,8.33,7250.0,770.0,8.0,19.0,267.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
8000,36,242.62,6.24,11666.67,790.0,9.0,42.0,5677.0,1.0,0.0,0.0,8.0,0,0,1,0,0,0
8000,36,242.62,19.41,3333.33,790.0,10.0,16.0,1986.0,1.0,0.0,0.0,4.0,1,0,0,0,1,0
8000,36,242.62,11.36,7167.0,770.0,14.0,36.0,37396.0,0.0,0.0,0.0,10.0,0,0,1,0,0,0
8000,36,242.62,7.28,7916.67,790.0,15.0,43.0,2449.0,1.0,0.0,0.0,4.0,0,0,1,0,0,0
8000,36,242.62,12.22,5083.33,770.0,18.0,39.0,10253.0,2.0,0.0,0.0,1.0,0,0,1,0,0,0
